id_utilisateur,id_concert,note,commentaire
393,47,3,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
451,874,4,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
102,544,1,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
901,809,5,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
417,696,5,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
92,762,1,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
218,272,3,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
435,851,2,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
389,933,3,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
598,866,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
990,412,2,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
33,719,4,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
118,652,3,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
449,32,3,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
155,188,4,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
148,105,2,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
681,890,5,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
565,89,3,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
278,955,2,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
887,478,1,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
340,204,5,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
797,767,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
935,110,4,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
960,376,5,mattis nibh ligula nec sem duis aliquam convallis nunc proin
483,868,1,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
845,990,1,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
556,278,2,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
201,442,5,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
332,378,4,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
688,24,3,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
42,175,4,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
907,497,1,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
460,835,3,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
648,521,1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
625,861,3,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
602,27,5,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
753,162,1,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
675,249,5,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
504,571,3,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
309,821,3,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
642,724,5,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
239,242,1,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
401,717,4,potenti in eleifend quam a odio in hac habitasse platea
530,336,4,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
955,677,2,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
391,439,4,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
490,250,5,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
577,951,4,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
177,637,4,proin eu mi nulla ac enim in tempor turpis nec
851,185,4,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
301,610,2,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
429,786,3,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
850,680,4,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
993,772,1,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
799,22,2,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
368,24,2,mollis molestie lorem quisque ut erat curabitur gravida nisi at
605,421,3,volutpat erat quisque erat eros viverra eget congue eget semper
959,698,1,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
146,717,5,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
498,647,5,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
99,302,3,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
353,876,2,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
855,490,5,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
716,398,3,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
357,588,4,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
598,16,2,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
319,628,3,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
71,916,4,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
754,836,3,lectus vestibulum quam sapien varius ut blandit non interdum in ante
261,850,3,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
710,452,1,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
771,403,4,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
38,459,2,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
618,468,4,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
66,745,2,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
424,304,2,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
842,939,1,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
306,781,1,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
161,838,2,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
193,93,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
785,706,4,morbi non lectus aliquam sit amet diam in magna bibendum
983,311,1,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
706,277,1,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
739,306,5,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
531,266,3,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
109,192,1,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
536,264,2,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
975,135,2,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
427,645,4,rutrum neque aenean auctor gravida sem praesent id massa id
615,214,2,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
102,251,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
194,403,1,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
76,878,3,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
753,591,4,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
123,647,3,aliquam non mauris morbi non lectus aliquam sit amet diam
487,962,4,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
493,546,4,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
492,489,5,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
155,32,3,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
101,904,3,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
290,984,4,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
756,140,4,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
368,199,3,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
878,555,1,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
338,503,5,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
288,779,1,sapien sapien non mi integer ac neque duis bibendum morbi non
707,752,4,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
519,873,5,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
796,807,2,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
183,939,2,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
700,338,3,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
544,9,1,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
747,490,5,at turpis donec posuere metus vitae ipsum aliquam non mauris
611,931,2,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
556,376,4,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
684,464,2,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
853,438,3,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
374,219,3,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
566,497,4,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
244,248,1,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
531,408,1,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
507,827,5,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
667,571,5,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
450,852,4,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
210,969,3,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
431,815,1,et tempus semper est quam pharetra magna ac consequat metus sapien
675,810,5,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
251,728,1,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
138,22,5,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
989,372,5,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
749,470,5,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
205,992,2,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
630,344,1,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
541,880,2,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
100,844,3,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
841,485,1,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
672,771,1,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
839,527,3,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
912,39,4,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
381,855,5,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
21,808,3,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
886,311,4,in purus eu magna vulputate luctus cum sociis natoque penatibus et
477,193,5,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
289,281,2,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
19,779,4,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
738,788,1,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
651,273,5,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
184,222,4,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
913,124,3,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
453,843,3,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
649,692,2,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
468,21,4,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
943,349,5,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
960,996,2,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
908,978,1,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
872,644,2,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
444,706,3,lectus in est risus auctor sed tristique in tempus sit
61,952,1,morbi ut odio cras mi pede malesuada in imperdiet et commodo
128,458,3,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
820,617,4,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
817,3,5,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
99,2,5,duis ac nibh fusce lacus purus aliquet at feugiat non pretium
62,584,5,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
972,610,5,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
490,944,3,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
934,471,3,bibendum felis sed interdum venenatis turpis enim blandit mi in
837,564,2,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
534,948,3,mattis nibh ligula nec sem duis aliquam convallis nunc proin
440,49,1,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
738,333,5,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
768,246,5,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
867,107,3,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
692,252,3,proin at turpis a pede posuere nonummy integer non velit donec diam neque
401,574,5,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
12,515,1,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
114,21,2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
55,3,5,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
45,317,5,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
706,911,1,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
697,689,1,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
955,122,3,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
1,730,4,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus
519,689,1,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
951,33,5,justo morbi ut odio cras mi pede malesuada in imperdiet et
352,52,5,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
312,226,1,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
912,418,1,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
242,80,2,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
766,330,5,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
358,8,4,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
71,135,5,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
924,36,1,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
865,699,3,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
512,57,1,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
94,152,3,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
122,858,1,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
116,261,1,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
964,175,2,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
752,457,5,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
116,440,3,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
356,345,2,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
843,528,2,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
333,734,5,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
453,726,2,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
448,368,4,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
245,187,1,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
393,816,3,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
292,632,3,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
500,612,1,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
170,479,5,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
423,99,5,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
334,458,3,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
873,833,5,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
91,384,1,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
306,803,3,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
575,372,2,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
293,103,4,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
153,518,1,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
937,687,3,at velit eu est congue elementum in hac habitasse platea dictumst morbi
273,483,4,justo eu massa donec dapibus duis at velit eu est congue elementum in
690,776,2,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
935,294,1,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
545,707,1,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
252,664,2,pretium nisl ut volutpat sapien arcu sed augue aliquam erat
611,456,2,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
634,789,2,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
595,103,1,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
182,504,1,elit ac nulla sed vel enim sit amet nunc viverra dapibus
926,804,5,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
544,907,3,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
374,533,5,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
362,929,5,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
857,1,1,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
859,264,2,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
664,488,5,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
383,503,3,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
798,673,4,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
539,614,3,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
570,536,2,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
824,290,4,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
871,918,4,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
810,824,4,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
118,318,1,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
754,887,1,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
687,869,2,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
113,906,2,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
251,104,3,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
213,338,3,mi sit amet lobortis sapien sapien non mi integer ac neque duis
636,37,5,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
2,551,2,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
345,984,1,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
817,105,4,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
525,594,5,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
550,655,1,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
306,786,3,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
966,153,4,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
262,399,2,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
541,936,2,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
609,391,1,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
201,196,2,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
992,815,4,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
448,12,4,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
38,274,4,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
103,531,5,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
697,445,1,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
422,115,4,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
469,221,5,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
371,701,4,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
563,966,3,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
936,533,4,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
748,406,4,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
653,330,5,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
95,502,4,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
188,930,3,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
951,725,4,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
430,86,4,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
645,756,4,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
323,716,1,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
440,845,5,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
21,93,5,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
84,522,5,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
277,801,4,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
384,794,5,sit amet cursus id turpis integer aliquet massa id lobortis
976,535,2,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
96,465,1,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
811,218,2,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
991,467,1,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
773,42,5,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
