id_utilisateur,id_lieu,note,commentaire
526,722,1,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
63,424,3,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
496,170,1,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
757,942,3,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
239,40,4,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
880,96,4,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
687,444,5,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
61,717,5,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
151,762,3,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
848,172,3,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
611,8,3,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
795,543,3,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
290,879,4,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
45,374,1,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
678,519,5,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
817,86,4,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
934,433,5,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
440,69,2,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
957,692,5,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
744,401,1,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
305,92,2,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
595,10,1,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
379,237,3,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
412,431,1,nunc purus phasellus in felis donec semper sapien a libero
467,639,5,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
820,104,5,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
365,95,1,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
328,679,5,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
908,679,2,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
112,610,4,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
728,695,3,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
100,285,4,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
321,759,4,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
607,137,5,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
376,433,2,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
52,522,5,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
16,987,1,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
339,158,2,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
872,664,1,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
9,284,2,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
916,35,3,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
521,381,5,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
437,921,3,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
384,654,4,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
577,866,1,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
165,805,1,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
510,785,3,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
809,511,2,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
590,587,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
140,917,5,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
336,514,4,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
784,929,5,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
937,72,2,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
20,339,1,libero quis orci nullam molestie nibh in lectus pellentesque at
678,585,1,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
443,832,2,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
412,985,1,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
167,919,3,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
324,918,3,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
408,862,1,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
869,745,5,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
90,371,3,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
983,654,4,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
769,967,4,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
131,798,1,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
231,825,4,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
294,921,4,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
785,474,4,leo odio porttitor id consequat in consequat ut nulla sed
21,201,4,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
805,426,2,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
249,869,4,nisl duis ac nibh fusce lacus purus aliquet at feugiat non
721,235,3,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
140,660,1,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
712,205,3,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
646,179,1,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
846,804,4,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
958,168,4,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
719,431,1,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
673,341,4,orci pede venenatis non sodales sed tincidunt eu felis fusce
441,651,3,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
497,809,5,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
656,543,1,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
482,722,5,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
376,910,5,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
242,982,1,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
701,732,5,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
225,746,3,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
51,890,3,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
536,540,4,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
501,158,3,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
943,581,5,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
350,769,5,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
422,604,2,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
748,642,5,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
915,616,3,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
521,868,3,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
521,373,1,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
775,24,2,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
603,395,4,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
799,913,5,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
492,763,5,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
299,515,4,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
26,345,4,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
107,727,3,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
74,436,4,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
772,971,5,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
475,192,2,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
778,807,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
780,376,2,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
405,833,5,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
985,546,2,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
932,175,4,sed augue aliquam erat volutpat in congue etiam justo etiam
542,335,5,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
257,329,1,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
918,819,4,ac nibh fusce lacus purus aliquet at feugiat non pretium
53,759,3,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
313,463,2,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
243,542,2,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
943,490,4,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
304,907,4,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
609,200,1,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
57,75,3,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
892,20,2,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
206,97,5,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
748,433,2,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
729,519,4,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
260,32,2,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
567,888,2,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
81,816,1,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
370,999,5,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
484,833,3,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
894,584,5,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
568,743,5,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
503,869,2,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
319,392,1,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
207,452,5,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
353,297,2,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
453,701,4,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
374,111,2,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
135,987,2,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
382,527,3,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
375,155,1,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
978,615,4,dui vel nisl duis ac nibh fusce lacus purus aliquet at
820,593,3,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
336,184,1,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
727,326,1,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
785,870,1,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
684,232,4,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
195,110,1,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
91,623,1,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
845,893,5,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
160,477,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
65,398,1,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
874,524,5,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
792,671,2,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
245,125,1,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
247,760,3,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
446,479,2,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
747,258,2,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
117,799,3,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
166,560,5,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
569,587,4,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
458,287,3,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
945,941,2,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
246,599,4,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
412,345,3,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
613,713,2,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
436,268,3,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
278,97,2,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
608,433,2,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
198,93,5,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
107,471,4,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
328,482,4,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
675,538,5,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
369,572,4,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
734,124,1,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
333,983,2,urna pretium nisl ut volutpat sapien arcu sed augue aliquam
436,730,5,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
882,37,3,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
558,225,4,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
639,475,5,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
369,961,3,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
162,643,3,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
615,739,3,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
902,628,1,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
839,60,5,eget nunc donec quis orci eget orci vehicula condimentum curabitur in
986,82,4,eleifend pede libero quis orci nullam molestie nibh in lectus
116,272,4,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
168,503,5,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
601,768,2,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
229,477,3,at nunc commodo placerat praesent blandit nam nulla integer pede
161,34,5,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
212,769,2,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
477,458,3,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
217,680,4,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
89,212,3,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
409,297,5,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
552,62,5,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
621,931,1,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
382,230,4,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
447,987,5,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
808,917,2,varius ut blandit non interdum in ante vestibulum ante ipsum primis
135,342,5,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
315,705,2,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
742,992,4,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
717,883,2,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
682,943,4,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
681,766,5,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
849,876,4,non lectus aliquam sit amet diam in magna bibendum imperdiet
952,89,3,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
785,365,3,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
208,362,5,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
993,744,5,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
299,884,5,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
525,668,1,vitae ipsum aliquam non mauris morbi non lectus aliquam sit
48,544,3,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
535,144,2,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
934,386,2,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
224,231,4,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
793,352,4,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
580,430,5,aliquam non mauris morbi non lectus aliquam sit amet diam in
292,429,4,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
384,527,4,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
817,67,2,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
125,71,1,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
257,930,5,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
267,69,4,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
544,317,1,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
764,65,3,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
915,94,4,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
996,77,3,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
783,507,4,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
694,147,4,semper sapien a libero nam dui proin leo odio porttitor id consequat in
860,8,3,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
782,670,4,non mauris morbi non lectus aliquam sit amet diam in magna
552,870,3,justo morbi ut odio cras mi pede malesuada in imperdiet
307,496,3,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
712,829,3,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
730,416,1,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
845,664,5,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
496,512,3,curabitur in libero ut massa volutpat convallis morbi odio odio
320,282,5,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
742,462,1,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
72,428,3,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
604,79,4,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
735,196,4,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
870,471,3,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
932,679,4,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
172,175,2,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
624,280,1,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
492,818,3,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
226,60,1,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
306,6,1,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
675,571,1,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
457,38,2,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
769,286,1,proin at turpis a pede posuere nonummy integer non velit donec
966,890,2,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
531,375,2,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
241,659,4,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
930,891,1,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
635,890,2,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
233,325,1,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
333,478,2,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
23,531,2,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
251,607,2,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
855,624,4,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
735,139,2,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
883,142,1,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
164,431,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
593,743,5,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
372,205,3,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
735,819,4,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
229,777,3,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
385,131,1,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
15,337,2,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
251,558,5,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
929,637,5,nulla pede ullamcorper augue a suscipit nulla elit ac nulla
647,549,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
1000,832,4,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
679,251,3,a suscipit nulla elit ac nulla sed vel enim sit amet
198,383,4,suspendisse ornare consequat lectus in est risus auctor sed tristique in
330,797,1,dui vel nisl duis ac nibh fusce lacus purus aliquet at
454,96,3,quis lectus suspendisse potenti in eleifend quam a odio in
429,700,3,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
991,646,1,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
801,15,5,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
819,60,2,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
614,396,1,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
723,21,1,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
265,639,2,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
80,914,1,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
29,454,5,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
657,986,1,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
