heure_debut,prix,line_up,nb_place_dispo,volontaires,cause_soutien,espace_exterieur,enfants
18:31,947.48,gravida nisi at nibh in hac habitasse,6862,true,nunc rhoncus dui vel sem sed,false,false
18:49,863.68,enim blandit mi in porttitor pede justo eu massa,4412,false,suspendisse accumsan tortor quis turpis,true,true
20:12,723.79,nulla quisque arcu libero rutrum ac lobortis vel dapibus,5886,true,elit proin risus praesent lectus,false,true
18:03,615.72,convallis eget eleifend luctus ultricies eu nibh,9203,false,condimentum id luctus nec molestie,true,false
20:53,489.35,et magnis dis parturient montes nascetur,9958,false,suscipit a feugiat et eros vestibulum ac est lacinia,false,false
20:26,254.46,vestibulum rutrum rutrum neque aenean auctor,5287,true,cum sociis natoque penatibus et magnis,true,true
20:57,142.77,proin leo odio porttitor id consequat in consequat ut nulla,9380,false,morbi vestibulum velit id pretium iaculis diam erat,false,true
19:47,611.67,consequat dui nec nisi volutpat eleifend donec ut dolor,4876,true,eget nunc donec quis orci eget orci vehicula condimentum,true,true
19:46,919.4,vel lectus in quam fringilla rhoncus,3854,false,neque sapien placerat ante nulla justo aliquam,false,true
20:03,200.53,mauris viverra diam vitae quam suspendisse potenti nullam porttitor,3866,false,mi sit amet lobortis sapien sapien non mi integer ac,false,true
20:33,727.6,ultrices libero non mattis pulvinar nulla pede ullamcorper augue,9886,true,vivamus vel nulla eget eros elementum pellentesque quisque,false,false
20:26,136.45,eros viverra eget congue eget semper rutrum nulla nunc purus,1124,true,tincidunt lacus at velit vivamus vel nulla eget eros,true,false
19:15,866.05,consequat varius integer ac leo pellentesque ultrices mattis odio donec,1630,false,lacinia nisi venenatis tristique fusce congue,true,true
18:02,314.9,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,3327,false,fusce lacus purus aliquet at feugiat,true,true
19:44,763.25,felis fusce posuere felis sed lacus morbi sem,9391,false,dolor sit amet consectetuer adipiscing elit proin risus praesent,true,false
19:53,204.0,vestibulum rutrum rutrum neque aenean auctor gravida sem,2919,true,mollis molestie lorem quisque ut erat curabitur gravida nisi,true,true
20:59,421.49,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,6600,true,vel nisl duis ac nibh fusce lacus purus aliquet,true,true
18:22,261.27,ac diam cras pellentesque volutpat dui maecenas tristique est et,4778,true,pellentesque quisque porta volutpat erat quisque erat eros viverra,false,true
18:32,170.27,id pretium iaculis diam erat fermentum justo nec condimentum,4768,false,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,false,false
20:10,648.52,morbi vel lectus in quam fringilla rhoncus,1840,false,nec sem duis aliquam convallis nunc proin,false,false
19:39,686.35,integer non velit donec diam neque vestibulum eget,2504,false,in hac habitasse platea dictumst aliquam augue quam,false,false
19:05,979.17,pede ullamcorper augue a suscipit nulla elit,1769,true,sit amet consectetuer adipiscing elit,true,true
19:52,226.74,nunc proin at turpis a,3995,false,id mauris vulputate elementum nullam varius,true,true
19:11,489.0,amet sem fusce consequat nulla,9339,true,vulputate ut ultrices vel augue vestibulum,false,false
19:52,705.23,mus vivamus vestibulum sagittis sapien cum,6220,true,lorem quisque ut erat curabitur gravida,true,false
19:09,580.03,duis aliquam convallis nunc proin at turpis a,8209,false,nibh ligula nec sem duis aliquam convallis,false,true
18:36,827.27,phasellus sit amet erat nulla tempus,9472,true,commodo placerat praesent blandit nam nulla integer pede justo lacinia,true,false
19:02,890.3,pellentesque eget nunc donec quis,6623,true,duis mattis egestas metus aenean fermentum,true,true
20:47,607.99,porttitor id consequat in consequat,2773,false,rhoncus dui vel sem sed sagittis nam,false,false
18:38,662.82,id nulla ultrices aliquet maecenas leo odio condimentum id luctus,3833,true,nulla tellus in sagittis dui vel,true,false
20:58,369.88,dapibus duis at velit eu est congue elementum in hac,4777,false,ut rhoncus aliquet pulvinar sed nisl,true,true
18:16,376.97,rutrum rutrum neque aenean auctor gravida sem praesent id massa,5593,true,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,false,false
18:57,735.07,ante ipsum primis in faucibus orci luctus et,5346,false,augue vel accumsan tellus nisi eu,true,true
18:19,249.51,hac habitasse platea dictumst etiam faucibus cursus urna ut,6534,true,nunc proin at turpis a pede,true,false
18:06,155.4,suscipit ligula in lacus curabitur at ipsum ac tellus,4228,false,sodales sed tincidunt eu felis,true,false
20:19,389.85,consectetuer eget rutrum at lorem integer,7337,false,ornare consequat lectus in est risus auctor,true,true
18:05,641.19,sed sagittis nam congue risus semper porta volutpat quam,1645,true,vivamus in felis eu sapien cursus vestibulum proin,true,true
19:29,637.41,id nulla ultrices aliquet maecenas,1309,false,in consequat ut nulla sed accumsan felis ut at dolor,true,true
18:19,282.2,nulla mollis molestie lorem quisque ut erat curabitur gravida,4819,false,ornare imperdiet sapien urna pretium nisl,true,false
20:22,279.18,in lectus pellentesque at nulla suspendisse potenti,3636,true,augue quam sollicitudin vitae consectetuer eget rutrum at,false,true
20:25,752.52,libero nam dui proin leo odio porttitor id consequat in,8396,false,at vulputate vitae nisl aenean lectus pellentesque,true,true
19:30,430.29,tristique in tempus sit amet sem fusce consequat nulla,4592,false,rutrum ac lobortis vel dapibus at diam nam,false,false
20:03,557.7,ultrices vel augue vestibulum ante ipsum primis,2933,true,tortor id nulla ultrices aliquet maecenas leo odio condimentum id,false,true
18:18,748.45,libero convallis eget eleifend luctus ultricies,3573,true,quam sollicitudin vitae consectetuer eget,true,true
19:14,380.12,quam turpis adipiscing lorem vitae mattis nibh,3103,false,urna ut tellus nulla ut erat id mauris vulputate elementum,true,false
20:22,297.79,orci vehicula condimentum curabitur in libero,1124,true,eu interdum eu tincidunt in leo maecenas pulvinar,true,false
20:50,958.19,dolor quis odio consequat varius integer ac leo,3159,true,lacinia nisi venenatis tristique fusce congue diam id ornare,true,false
19:47,450.55,sed ante vivamus tortor duis mattis egestas metus aenean,7712,false,morbi ut odio cras mi pede,false,true
18:19,880.67,iaculis congue vivamus metus arcu adipiscing,3371,true,in hac habitasse platea dictumst maecenas ut massa quis augue,false,false
18:24,356.81,non mattis pulvinar nulla pede ullamcorper augue,2039,true,dolor quis odio consequat varius integer ac leo pellentesque,false,false
19:39,417.57,est risus auctor sed tristique in tempus sit amet,2667,true,venenatis non sodales sed tincidunt eu felis fusce,false,false
18:32,215.2,duis aliquam convallis nunc proin at turpis a,6461,true,amet nunc viverra dapibus nulla suscipit ligula in lacus,false,true
19:42,401.86,tortor sollicitudin mi sit amet lobortis sapien,6096,true,dictumst maecenas ut massa quis augue,true,true
19:23,200.96,magna vulputate luctus cum sociis natoque penatibus et magnis dis,7834,true,ullamcorper purus sit amet nulla quisque arcu libero,true,false
19:16,883.34,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,3585,true,lectus suspendisse potenti in eleifend quam,true,false
18:46,424.89,parturient montes nascetur ridiculus mus,8806,true,interdum in ante vestibulum ante ipsum primis in faucibus,true,true
18:29,592.6,magna vestibulum aliquet ultrices erat,2501,true,congue diam id ornare imperdiet sapien urna pretium nisl ut,false,false
19:07,758.76,eget semper rutrum nulla nunc purus phasellus in felis,7898,false,ipsum dolor sit amet consectetuer adipiscing elit,false,true
18:19,632.46,commodo vulputate justo in blandit ultrices enim lorem,7021,false,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,true,false
20:37,145.79,in faucibus orci luctus et ultrices posuere cubilia curae donec,8630,true,tincidunt eget tempus vel pede morbi porttitor lorem id,false,true
20:49,199.22,ac leo pellentesque ultrices mattis odio donec vitae nisi,3546,false,etiam pretium iaculis justo in hac,false,false
18:53,875.55,praesent id massa id nisl venenatis lacinia aenean,2819,true,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,false,false
19:15,330.41,maecenas tristique est et tempus semper est,921,false,amet lobortis sapien sapien non mi integer ac neque,true,false
18:55,631.04,libero ut massa volutpat convallis,4490,false,dui proin leo odio porttitor id consequat in consequat,true,true
20:58,332.27,posuere cubilia curae mauris viverra diam vitae quam,7683,false,lorem id ligula suspendisse ornare consequat lectus,false,false
20:21,331.83,sagittis sapien cum sociis natoque penatibus et magnis dis parturient,1372,false,sapien in sapien iaculis congue vivamus metus arcu,true,false
19:20,777.89,pede malesuada in imperdiet et,1167,false,in faucibus orci luctus et ultrices posuere cubilia curae nulla,false,false
19:04,555.2,sollicitudin mi sit amet lobortis sapien sapien non mi integer,2000,false,neque vestibulum eget vulputate ut,true,true
19:37,796.37,mauris sit amet eros suspendisse,1270,false,nibh quisque id justo sit,false,false
18:00,171.87,faucibus orci luctus et ultrices posuere,4587,true,etiam pretium iaculis justo in hac habitasse platea,true,true
19:23,947.86,habitasse platea dictumst morbi vestibulum velit id pretium,9021,true,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,true,false
19:40,745.23,mollis molestie lorem quisque ut erat curabitur gravida nisi,5331,true,curabitur convallis duis consequat dui nec nisi,false,false
20:14,351.59,montes nascetur ridiculus mus etiam vel augue vestibulum,5713,true,ligula sit amet eleifend pede libero,false,true
20:03,569.93,lobortis vel dapibus at diam nam tristique tortor eu,4700,false,ante nulla justo aliquam quis turpis,false,true
19:15,435.53,montes nascetur ridiculus mus etiam,8858,true,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,true,true
18:53,767.54,quam pharetra magna ac consequat metus sapien ut,8475,false,diam erat fermentum justo nec condimentum neque sapien,false,false
19:07,381.93,in lacus curabitur at ipsum ac tellus semper interdum,1406,false,elementum ligula vehicula consequat morbi a ipsum,true,false
20:53,494.77,lorem quisque ut erat curabitur gravida,9808,false,urna ut tellus nulla ut erat id mauris vulputate,false,true
19:11,255.18,neque sapien placerat ante nulla justo aliquam quis,7833,false,massa id nisl venenatis lacinia aenean sit amet,true,false
20:36,961.89,molestie lorem quisque ut erat curabitur,949,false,ante vestibulum ante ipsum primis in faucibus orci luctus,true,false
18:37,467.19,eget nunc donec quis orci eget orci vehicula condimentum,7286,false,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,true,true
20:25,693.54,eros viverra eget congue eget semper rutrum nulla nunc,8502,true,sodales sed tincidunt eu felis fusce posuere felis sed lacus,true,false
20:00,400.82,ut nunc vestibulum ante ipsum primis in faucibus,7081,true,convallis nulla neque libero convallis,false,true
19:48,883.8,viverra pede ac diam cras pellentesque volutpat dui,7506,true,proin risus praesent lectus vestibulum quam sapien varius,false,true
18:03,360.26,sed magna at nunc commodo placerat praesent blandit,1232,false,enim leo rhoncus sed vestibulum sit amet,true,true
20:55,138.65,pulvinar nulla pede ullamcorper augue,3840,true,nascetur ridiculus mus etiam vel augue vestibulum,false,true
18:15,185.7,et ultrices posuere cubilia curae mauris viverra diam vitae,8936,false,curae nulla dapibus dolor vel est,true,true
18:55,291.13,rutrum neque aenean auctor gravida sem praesent id massa id,4183,false,nisl ut volutpat sapien arcu sed augue,true,true
20:33,808.14,ut odio cras mi pede malesuada in imperdiet et,9331,true,molestie sed justo pellentesque viverra pede ac diam,true,false
19:09,817.08,nisl venenatis lacinia aenean sit amet,1656,false,pede ac diam cras pellentesque volutpat dui maecenas tristique est,true,false
20:51,409.53,augue vel accumsan tellus nisi eu orci,4393,true,morbi odio odio elementum eu interdum eu tincidunt in leo,true,true
18:26,593.06,cras in purus eu magna vulputate,8392,false,pellentesque at nulla suspendisse potenti cras in purus,true,true
18:02,458.37,gravida nisi at nibh in hac habitasse,7875,false,duis bibendum morbi non quam nec dui luctus rutrum,false,false
18:06,531.98,quam sapien varius ut blandit non interdum in,7318,true,integer ac neque duis bibendum morbi non,true,false
20:00,278.07,quam a odio in hac habitasse platea dictumst maecenas,8450,false,tincidunt lacus at velit vivamus vel nulla,true,true
19:33,763.47,et eros vestibulum ac est lacinia nisi venenatis,562,true,commodo placerat praesent blandit nam nulla integer pede justo lacinia,false,true
20:05,674.63,feugiat et eros vestibulum ac est lacinia,3751,false,integer tincidunt ante vel ipsum praesent blandit lacinia erat,false,false
19:14,342.38,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,4579,true,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,false,false
19:23,494.76,elit proin interdum mauris non ligula pellentesque ultrices,1412,false,est phasellus sit amet erat nulla tempus vivamus in,true,true
19:45,294.12,lorem ipsum dolor sit amet consectetuer adipiscing elit proin,3152,true,duis ac nibh fusce lacus purus aliquet at,false,true
20:40,346.35,nulla integer pede justo lacinia eget tincidunt eget tempus,3706,true,imperdiet nullam orci pede venenatis non sodales sed,false,true
18:55,568.74,sem praesent id massa id nisl venenatis,1532,false,primis in faucibus orci luctus et ultrices,true,false
19:38,996.89,ipsum dolor sit amet consectetuer adipiscing elit proin,4403,false,ac nulla sed vel enim sit amet nunc,true,true
20:06,833.08,donec odio justo sollicitudin ut,1469,false,morbi porttitor lorem id ligula suspendisse,false,true
18:14,316.7,diam id ornare imperdiet sapien urna pretium nisl ut,686,false,congue etiam justo etiam pretium iaculis justo in hac,false,false
18:18,461.42,dis parturient montes nascetur ridiculus mus etiam vel,6492,false,velit nec nisi vulputate nonummy maecenas,true,true
20:21,722.35,iaculis justo in hac habitasse platea dictumst,4549,false,interdum mauris ullamcorper purus sit,false,true
18:10,611.83,ut dolor morbi vel lectus in quam,2646,true,ut odio cras mi pede malesuada in imperdiet,true,true
18:18,866.95,ac est lacinia nisi venenatis tristique fusce congue,3890,false,vestibulum eget vulputate ut ultrices vel augue vestibulum ante,false,true
20:35,956.58,turpis integer aliquet massa id lobortis,972,true,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,false,false
20:11,637.52,mus vivamus vestibulum sagittis sapien cum sociis,1510,false,nulla nisl nunc nisl duis,true,true
20:14,158.95,tellus in sagittis dui vel nisl duis ac nibh fusce,710,true,pede lobortis ligula sit amet eleifend pede libero quis,false,true
20:05,146.49,porta volutpat quam pede lobortis ligula sit,4982,true,purus phasellus in felis donec,true,false
19:37,115.01,magna at nunc commodo placerat praesent,6992,true,consequat lectus in est risus auctor sed,true,true
18:29,994.63,duis bibendum felis sed interdum venenatis,1238,true,duis aliquam convallis nunc proin,false,true
19:48,103.06,justo eu massa donec dapibus duis at velit eu,1840,false,sit amet cursus id turpis integer aliquet,false,false
19:39,533.6,sit amet nulla quisque arcu libero rutrum,5800,true,orci pede venenatis non sodales sed,true,false
18:14,224.11,vestibulum ac est lacinia nisi venenatis tristique fusce congue,4842,true,sed justo pellentesque viverra pede ac diam,false,true
18:13,313.2,eu est congue elementum in hac habitasse,7045,false,nulla integer pede justo lacinia eget,true,true
20:15,942.35,vulputate nonummy maecenas tincidunt lacus at velit,3717,true,ac leo pellentesque ultrices mattis odio donec,true,false
20:38,485.63,sit amet nunc viverra dapibus nulla,7762,true,dui vel sem sed sagittis nam congue,true,false
20:53,970.44,ac est lacinia nisi venenatis tristique fusce congue diam id,2980,false,congue vivamus metus arcu adipiscing molestie,false,false
19:52,180.79,velit donec diam neque vestibulum,9100,true,sit amet justo morbi ut odio cras,false,false
19:32,627.73,eget vulputate ut ultrices vel,1663,true,luctus rutrum nulla tellus in sagittis dui vel,true,true
18:12,612.98,libero convallis eget eleifend luctus,978,false,amet diam in magna bibendum imperdiet nullam orci pede venenatis,true,false
20:58,305.49,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,4177,true,turpis elementum ligula vehicula consequat morbi a ipsum integer a,true,false
18:33,664.8,tempor turpis nec euismod scelerisque,3575,true,ligula in lacus curabitur at ipsum,false,false
18:02,743.99,mauris morbi non lectus aliquam sit amet,6166,false,pellentesque eget nunc donec quis orci eget orci vehicula condimentum,false,false
20:41,159.05,enim sit amet nunc viverra dapibus nulla,4329,true,tincidunt ante vel ipsum praesent blandit,true,true
19:40,890.56,morbi non lectus aliquam sit amet diam in,4557,true,cursus urna ut tellus nulla ut,false,true
18:45,271.58,maecenas tristique est et tempus semper est,6027,true,morbi quis tortor id nulla,true,true
19:01,644.86,eu mi nulla ac enim in tempor turpis,9596,false,rutrum ac lobortis vel dapibus at diam nam,false,true
18:49,951.84,varius nulla facilisi cras non velit nec nisi vulputate nonummy,4954,true,pede ullamcorper augue a suscipit nulla elit ac nulla,false,true
19:36,921.03,quam a odio in hac habitasse platea,9684,false,ligula in lacus curabitur at ipsum ac tellus semper,false,true
19:11,734.15,at nunc commodo placerat praesent blandit nam nulla integer pede,4028,false,donec semper sapien a libero,false,true
18:30,862.96,sapien dignissim vestibulum vestibulum ante ipsum primis,5297,true,aliquam convallis nunc proin at turpis a pede posuere nonummy,false,true
18:40,932.38,eget nunc donec quis orci,6443,true,etiam vel augue vestibulum rutrum rutrum neque aenean,false,false
19:58,701.98,orci eget orci vehicula condimentum curabitur in libero,3043,false,sapien urna pretium nisl ut volutpat sapien arcu sed augue,false,true
20:33,367.93,id consequat in consequat ut,8617,false,augue a suscipit nulla elit ac,true,true
19:03,757.78,quam turpis adipiscing lorem vitae,5122,true,erat tortor sollicitudin mi sit amet lobortis sapien,true,true
19:38,444.08,mus etiam vel augue vestibulum rutrum rutrum neque,6160,true,convallis eget eleifend luctus ultricies eu,true,true
19:18,361.55,nulla elit ac nulla sed,6629,false,volutpat sapien arcu sed augue aliquam erat volutpat in,true,true
19:01,573.46,augue a suscipit nulla elit,6396,false,semper est quam pharetra magna ac consequat metus sapien ut,false,false
18:26,146.1,purus sit amet nulla quisque arcu libero,3446,false,sed tristique in tempus sit amet,true,false
19:57,524.92,platea dictumst etiam faucibus cursus urna ut,9410,true,velit eu est congue elementum,true,true
20:52,884.21,ultrices posuere cubilia curae mauris viverra,6129,true,mattis pulvinar nulla pede ullamcorper augue,true,false
18:49,138.06,augue aliquam erat volutpat in,1810,true,sociis natoque penatibus et magnis dis,true,true
19:14,813.37,accumsan odio curabitur convallis duis,6010,false,morbi non quam nec dui,false,false
19:15,432.74,est donec odio justo sollicitudin,9317,false,consequat morbi a ipsum integer a nibh in,false,false
18:34,429.15,tellus nulla ut erat id mauris vulputate elementum,6444,true,arcu adipiscing molestie hendrerit at vulputate vitae nisl,true,false
18:03,340.49,fusce consequat nulla nisl nunc,4746,false,ante vivamus tortor duis mattis egestas,true,true
18:59,848.93,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,4077,true,pellentesque volutpat dui maecenas tristique,false,false
20:18,836.96,donec vitae nisi nam ultrices,3574,false,pede ac diam cras pellentesque volutpat,false,false
18:13,436.0,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,7354,true,volutpat quam pede lobortis ligula sit amet eleifend pede libero,false,false
19:33,359.15,proin at turpis a pede posuere nonummy integer,9567,false,sodales scelerisque mauris sit amet,false,true
18:49,864.02,sapien a libero nam dui proin leo odio porttitor,6017,false,ut at dolor quis odio consequat varius integer,false,true
18:06,202.34,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,4417,true,non velit nec nisi vulputate,true,true
18:17,386.17,nisi volutpat eleifend donec ut dolor morbi vel,6191,false,mi nulla ac enim in tempor,false,false
20:31,743.68,eget nunc donec quis orci eget orci vehicula condimentum curabitur,4997,false,integer ac neque duis bibendum morbi non quam nec,false,false
20:26,964.11,consequat ut nulla sed accumsan felis ut,6077,false,accumsan felis ut at dolor,true,false
20:34,216.63,etiam faucibus cursus urna ut tellus nulla ut erat id,1321,false,pellentesque ultrices phasellus id sapien in sapien iaculis,false,false
19:54,500.11,ante ipsum primis in faucibus orci luctus et ultrices,6198,true,nec euismod scelerisque quam turpis adipiscing,false,true
20:30,365.62,morbi ut odio cras mi pede,5313,true,consequat dui nec nisi volutpat eleifend donec,true,false
20:28,457.91,nibh in quis justo maecenas rhoncus aliquam lacus morbi,8546,true,proin eu mi nulla ac enim,true,true
20:37,267.09,diam erat fermentum justo nec,1495,true,primis in faucibus orci luctus et,false,false
20:46,233.13,vitae mattis nibh ligula nec sem duis aliquam convallis,4299,false,sit amet lobortis sapien sapien non mi,false,false
20:46,215.92,mauris vulputate elementum nullam varius nulla facilisi cras,3994,true,luctus tincidunt nulla mollis molestie,true,false
20:24,984.39,sociis natoque penatibus et magnis dis,2503,false,semper est quam pharetra magna ac consequat metus sapien,false,true
20:18,179.4,duis ac nibh fusce lacus,1445,true,dis parturient montes nascetur ridiculus,true,false
18:27,233.88,nunc rhoncus dui vel sem sed,8435,false,vestibulum ante ipsum primis in faucibus orci luctus et,false,false
20:44,277.48,dolor sit amet consectetuer adipiscing elit,4583,false,enim lorem ipsum dolor sit amet consectetuer adipiscing,false,false
20:51,519.42,mattis odio donec vitae nisi nam ultrices libero,9897,false,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,false,true
19:28,339.26,venenatis lacinia aenean sit amet justo morbi ut odio,5236,false,fusce lacus purus aliquet at feugiat non pretium quis lectus,false,false
20:35,801.71,in est risus auctor sed,1733,false,nec condimentum neque sapien placerat ante nulla justo aliquam,true,true
20:22,806.42,convallis nunc proin at turpis a pede posuere nonummy integer,1225,false,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,true,true
20:38,192.81,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,1491,false,consequat morbi a ipsum integer,false,true
18:35,856.34,magna at nunc commodo placerat praesent,5337,false,platea dictumst maecenas ut massa quis augue luctus tincidunt,true,false
20:04,118.04,velit donec diam neque vestibulum eget vulputate ut ultrices vel,4662,false,pede libero quis orci nullam molestie nibh in lectus pellentesque,false,true
19:53,226.48,blandit nam nulla integer pede,6235,true,et commodo vulputate justo in blandit ultrices enim lorem,false,false
20:43,435.89,vivamus metus arcu adipiscing molestie,8355,false,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,true,false
20:23,623.48,condimentum curabitur in libero ut massa volutpat convallis,6553,false,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,true,true
18:23,960.77,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,6311,true,integer aliquet massa id lobortis,false,true
19:02,317.11,justo pellentesque viverra pede ac diam cras,3454,false,sapien non mi integer ac neque,true,false
19:51,489.93,velit id pretium iaculis diam erat fermentum justo,2318,true,suspendisse potenti nullam porttitor lacus at turpis donec posuere,true,true
19:33,839.69,eget eros elementum pellentesque quisque,5500,true,morbi odio odio elementum eu interdum eu,false,true
18:29,689.25,porttitor lacus at turpis donec,2479,false,risus dapibus augue vel accumsan tellus nisi eu,true,false
20:23,349.96,pede ac diam cras pellentesque,4632,false,felis ut at dolor quis odio consequat varius,false,true
18:16,912.87,lectus suspendisse potenti in eleifend,9703,false,ac nulla sed vel enim sit amet nunc viverra dapibus,false,false
18:40,472.52,ligula suspendisse ornare consequat lectus,7718,true,at velit eu est congue,false,true
19:52,606.45,amet erat nulla tempus vivamus in felis eu sapien,3779,true,ullamcorper augue a suscipit nulla,true,false
20:06,896.56,at lorem integer tincidunt ante vel ipsum,7427,false,amet nunc viverra dapibus nulla suscipit ligula in,true,true
19:21,649.78,metus aenean fermentum donec ut mauris eget massa tempor convallis,9430,false,nunc commodo placerat praesent blandit nam nulla integer pede justo,false,true
18:20,192.56,sociis natoque penatibus et magnis dis parturient montes nascetur,9317,false,interdum mauris non ligula pellentesque,false,true
18:27,875.95,vitae mattis nibh ligula nec,3865,true,volutpat sapien arcu sed augue aliquam erat volutpat in congue,true,true
18:07,599.44,scelerisque mauris sit amet eros suspendisse accumsan tortor,9217,true,integer non velit donec diam neque vestibulum eget vulputate ut,true,false
19:52,589.36,lectus pellentesque eget nunc donec quis orci eget orci vehicula,3860,true,sed vel enim sit amet,true,true
20:09,435.77,non quam nec dui luctus,1990,true,auctor sed tristique in tempus sit amet sem fusce,true,true
19:56,846.8,lacus purus aliquet at feugiat,1395,true,duis faucibus accumsan odio curabitur,true,false
19:43,127.45,luctus ultricies eu nibh quisque id justo sit amet sapien,7378,false,quam pede lobortis ligula sit,false,false
19:12,756.75,suspendisse potenti in eleifend quam,2786,false,nulla suspendisse potenti cras in purus eu,true,true
18:43,674.78,vestibulum ante ipsum primis in faucibus orci luctus et,3712,true,mus vivamus vestibulum sagittis sapien cum sociis,true,false
20:01,406.78,tempus sit amet sem fusce consequat nulla nisl nunc,3065,true,ultrices posuere cubilia curae nulla dapibus dolor,false,false
19:08,586.94,hac habitasse platea dictumst morbi vestibulum velit id,1516,true,erat curabitur gravida nisi at nibh,false,false
18:34,103.55,non mauris morbi non lectus,3956,false,tortor id nulla ultrices aliquet maecenas leo,true,true
20:31,815.47,erat volutpat in congue etiam justo,1750,true,parturient montes nascetur ridiculus mus,false,false
18:19,236.74,justo in hac habitasse platea dictumst etiam,6277,true,augue vestibulum rutrum rutrum neque aenean auctor,true,false
19:03,628.63,vivamus in felis eu sapien cursus vestibulum proin eu mi,8780,true,porttitor pede justo eu massa donec dapibus duis at,true,true
19:24,848.39,vel nisl duis ac nibh fusce lacus purus aliquet,2812,true,leo rhoncus sed vestibulum sit,true,false
19:12,472.19,nullam orci pede venenatis non sodales sed,1050,false,lobortis sapien sapien non mi integer ac neque duis,false,true
18:14,519.4,pellentesque ultrices mattis odio donec vitae nisi nam ultrices,6837,true,quam pede lobortis ligula sit amet eleifend pede libero quis,false,false
18:57,898.74,vitae quam suspendisse potenti nullam porttitor lacus at,3399,false,in imperdiet et commodo vulputate,false,true
20:44,104.82,id justo sit amet sapien dignissim vestibulum vestibulum ante,2667,true,in imperdiet et commodo vulputate,true,false
20:01,407.03,potenti nullam porttitor lacus at,3699,true,mi nulla ac enim in tempor turpis nec euismod scelerisque,false,true
18:01,959.14,aliquet massa id lobortis convallis tortor risus,4060,false,luctus nec molestie sed justo pellentesque viverra pede ac diam,true,false
20:40,773.78,ut blandit non interdum in ante,1302,true,sit amet erat nulla tempus vivamus in felis eu sapien,true,false
19:03,314.16,sodales sed tincidunt eu felis fusce,5775,true,interdum in ante vestibulum ante ipsum primis,true,false
20:45,343.01,auctor sed tristique in tempus sit amet,6621,false,est et tempus semper est,true,false
20:28,312.14,dui nec nisi volutpat eleifend donec ut,8173,false,rutrum ac lobortis vel dapibus at diam nam tristique,false,true
19:37,824.6,ut rhoncus aliquet pulvinar sed nisl,2196,false,vehicula condimentum curabitur in libero ut,true,false
19:49,491.73,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,2041,true,elit ac nulla sed vel enim sit amet nunc viverra,false,true
19:48,579.88,lorem id ligula suspendisse ornare,4833,true,integer pede justo lacinia eget tincidunt eget,false,false
18:59,576.71,ac lobortis vel dapibus at diam nam tristique,1880,false,primis in faucibus orci luctus,false,false
18:46,737.54,eu mi nulla ac enim in tempor turpis,5526,false,augue quam sollicitudin vitae consectetuer eget rutrum at,true,false
20:16,914.39,congue etiam justo etiam pretium iaculis justo in hac,5288,true,id lobortis convallis tortor risus dapibus augue,true,true
18:59,452.78,est quam pharetra magna ac consequat metus,6185,true,dapibus augue vel accumsan tellus nisi eu orci mauris,true,true
19:38,494.75,sed tincidunt eu felis fusce posuere felis sed lacus morbi,9283,true,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,false,true
18:46,159.42,orci luctus et ultrices posuere cubilia,6838,false,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,true,false
18:29,885.18,accumsan odio curabitur convallis duis,9212,false,a nibh in quis justo maecenas rhoncus,false,false
20:29,537.89,sed augue aliquam erat volutpat in,9131,false,a libero nam dui proin leo odio porttitor id,true,false
19:03,681.53,pede lobortis ligula sit amet eleifend,3377,false,ut tellus nulla ut erat id mauris vulputate elementum,true,true
18:42,642.25,in faucibus orci luctus et ultrices posuere cubilia curae,9030,true,a suscipit nulla elit ac nulla,false,true
20:00,771.75,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,8340,false,sapien urna pretium nisl ut volutpat sapien,false,true
18:32,209.44,augue quam sollicitudin vitae consectetuer eget rutrum at lorem,678,false,vel ipsum praesent blandit lacinia erat vestibulum,false,false
