id_album,id_artiste,nom_morceau,date_upload,duree,type_morceau
243,142,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,1/1/2015,0:03:24,Folk
244,109,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,3/20/1981,0:06:52,Alternative
823,143,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,8/20/1998,0:04:05,Alternative
346,61,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,1/8/2012,0:06:32,Rock
915,16,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,7/4/2014,0:00:17,Country
318,74,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,12/10/2009,0:09:31,Folk
753,48,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,2/18/2000,0:08:43,Blues
609,182,eget tincidunt eget tempus vel pede morbi porttitor lorem id,10/1/1996,0:07:34,Jazz
138,146,semper est quam pharetra magna ac consequat metus sapien ut,7/7/2016,0:01:42,Other
316,11,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,7/20/2009,0:04:26,Pop
214,39,id nisl venenatis lacinia aenean sit amet justo morbi ut,3/27/2017,0:01:21,Rap
39,51,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,12/24/2004,0:01:19,Alternative
644,108,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,10/15/2005,0:07:40,Rap
516,24,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,8/13/2012,0:08:49,World
465,122,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,8/14/1987,0:08:19,Blues
336,130,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,12/7/1996,0:02:09,Classical
154,196,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,1/16/2012,0:07:05,Punk
14,171,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,12/7/1997,0:05:20,Rock
674,34,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,7/22/1981,0:08:52,Pop
31,148,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,10/10/2014,0:05:09,Classical
823,29,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,12/8/1994,0:09:34,Classical
553,137,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,8/18/2005,0:01:08,Classical
305,167,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,5/25/1996,0:01:27,Classical
807,62,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,11/16/1984,0:03:03,Folk
804,119,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,9/22/1981,0:00:19,Folk
714,187,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,4/29/1996,0:07:14,Folk
93,88,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,1/18/1992,0:08:06,New Age
929,187,magna vulputate luctus cum sociis natoque penatibus et magnis dis,5/21/1986,0:07:24,New Age
448,18,molestie sed justo pellentesque viverra pede ac diam cras pellentesque,1/5/2002,0:07:55,Rap
282,77,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,10/31/2002,0:07:21,Jazz
141,152,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,12/3/1986,0:01:46,Jazz
230,118,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,3/21/2009,0:05:50,Rap
333,35,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,6/6/2002,0:09:53,Indie
239,67,felis ut at dolor quis odio consequat varius integer ac leo,4/23/2006,0:07:37,Blues
556,97,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,1/27/2008,0:06:35,Jazz
989,107,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,2/14/2022,0:02:12,Punk
44,106,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,9/25/2015,0:02:08,Country
82,47,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,6/27/1995,0:07:04,Jazz
955,112,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/31/1992,0:03:50,Country
289,15,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,1/25/2011,0:08:32,World
157,34,a odio in hac habitasse platea dictumst maecenas ut massa quis augue,7/8/2022,0:02:46,Hip Hop
919,4,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,1/13/1992,0:06:34,Alternative
40,45,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,3/17/1998,0:03:16,Reggae
366,73,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,6/13/2021,0:02:18,Rap
719,77,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,9/25/2015,0:04:49,Folk
588,164,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,9/24/2020,0:03:35,Rap
599,22,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,4/12/2013,0:06:32,R&B
3,26,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,5/12/1988,0:04:30,New Age
776,97,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,12/21/2008,0:01:29,R&B
188,144,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,1/19/2010,0:01:50,Pop
441,101,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,1/3/2005,0:07:01,Hip Hop
398,188,semper sapien a libero nam dui proin leo odio porttitor,6/2/2007,0:03:34,Heavy Metal
873,24,ut ultrices vel augue vestibulum ante ipsum primis in faucibus,6/12/2005,0:04:34,Reggae
617,153,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,12/28/1995,0:02:31,Heavy Metal
736,159,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2/1/2000,0:03:14,Rock
776,7,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,2/24/1987,0:08:42,World
550,55,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,8/18/2016,0:08:09,Classical
828,14,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,11/15/2002,0:09:51,Alternative
79,151,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,3/11/1990,0:04:31,New Age
281,183,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,1/23/1989,0:08:22,Electronic
587,181,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,3/17/2022,0:05:02,Country
747,112,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,6/26/1982,0:08:17,Heavy Metal
464,12,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,7/22/2001,0:03:11,Punk
381,77,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,4/15/2014,0:08:07,Jazz
237,56,in consequat ut nulla sed accumsan felis ut at dolor,12/24/2007,0:05:51,Reggae
16,65,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,10/19/1993,0:09:50,R&B
708,168,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,9/19/2015,0:02:36,Other
319,64,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,7/23/1984,0:06:50,Hip Hop
348,63,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,9/6/2002,0:01:40,Blues
761,179,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,4/20/2017,0:05:00,Alternative
308,115,nam congue risus semper porta volutpat quam pede lobortis ligula sit,4/22/1998,0:05:08,Folk
13,77,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,12/11/1986,0:04:04,Blues
706,151,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,12/13/1994,0:07:06,New Age
454,6,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,7/21/1992,0:08:46,Country
751,125,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,2/24/1993,0:02:05,R&B
54,110,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,1/24/2019,0:09:28,Other
202,176,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,6/5/1995,0:00:26,Punk
406,154,amet justo morbi ut odio cras mi pede malesuada in,3/5/1998,0:07:37,Other
609,53,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,8/16/2020,0:06:45,Jazz
133,55,mi nulla ac enim in tempor turpis nec euismod scelerisque,12/10/1993,0:03:26,Other
976,188,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,12/31/1997,0:01:43,Alternative
820,101,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,3/25/2003,0:10:00,Rap
69,21,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,10/31/2016,0:09:53,R&B
105,74,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,6/2/2000,0:07:36,Hip Hop
372,95,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,3/16/1984,0:03:10,Other
855,163,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,4/27/2001,0:04:05,Indie
985,110,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,8/16/2010,0:09:39,Folk
583,130,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,10/22/2019,0:03:25,Alternative
882,46,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,5/14/2018,0:05:21,Folk
53,116,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,10/24/2008,0:06:56,Rap
648,181,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,10/21/2003,0:05:06,Rap
45,194,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,10/21/1993,0:02:03,New Age
791,174,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,7/2/1986,0:03:02,Hip Hop
900,189,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,12/25/2003,0:02:59,Heavy Metal
434,171,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,11/14/2003,0:04:09,Alternative
242,190,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,12/30/2020,0:00:30,Jazz
300,86,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,11/24/2008,0:02:26,Alternative
954,121,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,8/15/2012,0:04:31,New Age
993,166,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,8/2/2002,0:01:21,Other
361,61,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,11/30/2002,0:09:05,New Age
463,52,sed tincidunt eu felis fusce posuere felis sed lacus morbi,7/7/2007,0:04:27,Folk
948,151,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,3/28/2015,0:06:41,Hip Hop
446,15,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,7/2/2022,0:08:16,R&B
191,75,purus phasellus in felis donec semper sapien a libero nam dui proin,11/25/1995,0:00:37,Alternative
569,135,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,7/9/2010,0:03:20,Rap
526,22,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,12/29/1980,0:04:25,World
94,148,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,4/16/2020,0:02:47,R&B
164,63,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,3/21/1985,0:05:26,Other
602,77,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,2/19/1992,0:09:38,Pop
35,42,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,9/14/2001,0:06:16,World
713,2,eros viverra eget congue eget semper rutrum nulla nunc purus,10/13/1985,0:05:41,Country
315,171,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,1/23/2000,0:07:03,R&B
861,96,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,7/12/2015,0:01:21,Electronic
496,123,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,6/11/1993,0:05:15,Other
297,35,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,5/2/2022,0:09:20,R&B
284,167,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,7/25/2005,0:01:30,Electronic
79,92,dui proin leo odio porttitor id consequat in consequat ut,8/27/2004,0:04:52,Electronic
168,132,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,9/27/2015,0:00:37,Alternative
232,123,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,4/23/1997,0:06:55,Jazz
113,122,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,2/20/1980,0:05:52,Folk
563,168,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,8/5/1986,0:00:04,World
321,33,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2/24/1985,0:08:00,New Age
1,131,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,4/28/1984,0:08:00,Rap
804,196,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,8/2/2005,0:06:54,Pop
983,87,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,10/24/2007,0:00:38,Rap
592,132,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,9/30/2014,0:00:36,Electronic
905,134,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,1/16/1996,0:10:00,Indie
711,100,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,12/18/1986,0:06:57,Other
284,174,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,10/26/2001,0:02:10,Alternative
808,124,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,5/10/2018,0:02:45,Hip Hop
897,162,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,11/2/1981,0:01:03,Other
727,165,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,10/17/2021,0:03:02,Indie
895,113,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,1/7/1998,0:04:02,World
743,90,tincidunt eu felis fusce posuere felis sed lacus morbi sem,12/23/1982,0:03:59,Hip Hop
713,100,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,10/16/1990,0:03:41,Country
747,159,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,11/22/1997,0:02:11,Jazz
363,108,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,12/23/1993,0:04:42,Folk
64,135,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,1/10/2015,0:00:46,Indie
880,196,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,9/19/2022,0:04:19,Electronic
697,170,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,3/8/1987,0:02:26,Hip Hop
729,18,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,3/5/1994,0:02:58,Pop
657,190,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,2/8/2022,0:05:45,Classical
782,199,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,7/29/2006,0:05:26,Indie
402,64,morbi non lectus aliquam sit amet diam in magna bibendum,12/29/2004,0:08:11,Classical
636,10,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,9/30/2010,0:07:40,Country
852,41,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,5/6/1990,0:02:34,Punk
575,123,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,9/6/2016,0:01:23,Folk
904,42,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,4/22/1994,0:03:35,Folk
471,136,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,11/3/2022,0:06:19,Reggae
346,151,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,1/25/1990,0:03:03,Indie
179,136,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,4/22/1991,0:07:14,Rap
411,175,volutpat in congue etiam justo etiam pretium iaculis justo in,5/19/1990,0:05:56,New Age
973,99,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,1/19/1986,0:00:09,Indie
674,191,nunc donec quis orci eget orci vehicula condimentum curabitur in,3/15/2004,0:04:42,Alternative
237,126,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,10/22/2011,0:07:36,Alternative
134,111,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,8/18/2016,0:03:50,Rap
656,7,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,3/8/2010,0:05:55,Jazz
221,159,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,1/12/2005,0:05:53,Alternative
81,180,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,6/24/2003,0:08:40,Alternative
629,8,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,10/28/1985,0:04:29,Rock
372,140,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,3/18/2020,0:05:59,Heavy Metal
708,156,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,6/30/1980,0:04:32,Rock
800,175,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,8/23/2011,0:02:57,Blues
349,191,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,9/20/2008,0:09:40,Heavy Metal
353,137,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,1/7/2017,0:06:45,New Age
711,74,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,4/6/2022,0:07:03,Electronic
12,51,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,4/25/1997,0:02:49,R&B
595,102,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,12/30/1991,0:03:07,Hip Hop
778,65,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,12/25/1985,0:05:06,Other
663,129,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,7/24/1992,0:05:03,Rap
443,116,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,9/9/2007,0:03:43,Hip Hop
755,170,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,2/18/1981,0:08:12,Jazz
703,73,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,4/14/1987,0:02:50,Blues
944,31,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,4/8/2019,0:00:54,Heavy Metal
505,105,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,1/1/1996,0:05:41,Country
87,139,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,2/1/2008,0:08:52,Heavy Metal
924,146,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,7/14/2012,0:07:30,Hip Hop
417,188,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,7/9/2021,0:06:46,Pop
827,56,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,8/30/1982,0:00:17,Reggae
493,130,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,11/1/2021,0:00:32,Rap
371,155,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,2/24/1993,0:06:54,World
450,191,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,12/11/2020,0:04:08,Hip Hop
963,156,quis turpis eget elit sodales scelerisque mauris sit amet eros,1/13/2020,0:02:39,Heavy Metal
118,170,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,7/18/2013,0:04:42,Indie
219,139,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,9/13/1984,0:09:12,Punk
884,45,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,8/15/1994,0:07:28,Punk
613,127,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,5/3/2009,0:07:20,Reggae
611,169,donec odio justo sollicitudin ut suscipit a feugiat et eros,11/23/1986,0:00:42,Blues
376,100,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,2/8/2018,0:03:03,Heavy Metal
883,84,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,12/22/1993,0:04:53,New Age
295,115,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,8/25/2005,0:03:20,Hip Hop
241,150,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,12/22/1997,0:01:10,Electronic
876,4,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,5/23/2010,0:00:39,Jazz
550,114,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,11/21/1990,0:02:06,Blues
293,188,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,4/3/2021,0:09:35,World
391,26,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,5/1/1983,0:06:39,Indie
958,9,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,5/17/2005,0:00:25,World
270,179,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,7/31/2021,0:03:13,Country
315,65,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,12/19/2011,0:04:07,Jazz
219,65,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,3/17/1997,0:09:57,Jazz
862,118,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,9/23/1982,0:05:23,Alternative
803,8,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,6/18/2019,0:05:54,Indie
815,4,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,11/30/2017,0:00:20,Jazz
138,131,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2/12/2007,0:00:35,Country
108,122,vitae mattis nibh ligula nec sem duis aliquam convallis nunc,1/31/2018,0:04:19,Alternative
485,22,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,8/14/1999,0:08:46,World
701,97,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,9/8/1997,0:01:02,Heavy Metal
586,44,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,11/13/2001,0:05:10,Electronic
290,183,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,11/23/2002,0:08:08,Rock
842,42,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,12/2/1986,0:02:29,Classical
777,166,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,5/23/1982,0:02:49,Pop
434,6,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,3/22/2005,0:05:46,Country
597,100,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,4/1/2008,0:04:06,New Age
689,121,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,2/25/1980,0:06:44,Rock
83,141,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,8/29/2000,0:00:56,Country
963,188,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,9/9/2019,0:06:19,Country
830,174,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3/27/1986,0:05:22,Jazz
930,8,sapien a libero nam dui proin leo odio porttitor id consequat in,5/5/1996,0:07:50,Jazz
583,170,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,4/18/1992,0:05:34,Folk
47,142,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,12/16/2022,0:04:04,Reggae
770,79,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,4/2/1983,0:02:45,Country
