id_utilisateur,id_groupe,note,commentaire
558,186,2,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
191,43,2,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
90,167,4,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
205,44,2,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
925,143,1,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
396,117,1,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
705,193,3,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
347,100,3,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
335,150,2,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
769,117,5,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
190,195,5,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
275,125,3,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
11,19,2,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
480,24,5,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
409,99,2,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
747,54,4,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
689,81,2,et eros vestibulum ac est lacinia nisi venenatis tristique fusce
913,65,3,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
599,80,5,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
974,184,1,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
386,64,3,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
784,113,3,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
714,98,2,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
715,181,3,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
445,140,3,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
823,25,4,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
899,34,2,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
327,46,4,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
594,100,5,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
108,151,4,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
393,122,1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
5,139,5,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
26,72,3,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
958,87,5,vulputate ut ultrices vel augue vestibulum ante ipsum primis in
874,10,5,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
338,34,5,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
782,185,2,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
849,70,1,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
362,124,5,sapien placerat ante nulla justo aliquam quis turpis eget elit
47,17,4,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
277,140,3,pellentesque volutpat dui maecenas tristique est et tempus semper est
826,59,3,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
792,192,1,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
242,78,5,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
954,91,2,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
655,173,2,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
229,162,1,duis mattis egestas metus aenean fermentum donec ut mauris eget
288,133,4,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
299,81,2,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
149,109,1,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
354,27,3,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
310,77,2,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
465,21,3,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
327,71,1,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
471,163,2,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
919,64,1,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
776,150,3,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
873,107,3,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
999,43,4,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
927,43,5,lacinia aenean sit amet justo morbi ut odio cras mi pede
644,175,4,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
250,167,1,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
666,167,1,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
14,41,3,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
305,108,2,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
684,100,1,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
928,50,4,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
378,8,4,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
176,107,1,vel sem sed sagittis nam congue risus semper porta volutpat
232,76,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
402,200,1,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
846,135,4,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
426,71,5,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
456,165,2,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
822,9,3,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
116,132,5,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
274,162,3,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
55,153,4,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
275,116,1,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
126,77,1,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
583,57,2,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
848,171,4,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
49,121,2,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
125,27,5,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
122,34,3,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
62,200,5,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
21,133,1,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
842,71,1,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
200,57,2,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
781,84,3,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
735,139,3,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
843,53,5,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
321,186,5,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
678,48,2,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
858,49,4,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
700,47,5,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
977,16,4,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
964,91,3,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
848,52,5,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
539,183,2,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
587,12,1,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
410,5,4,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
843,109,2,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
155,200,3,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
584,5,2,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
136,84,2,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
731,145,1,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
280,113,5,ante vivamus tortor duis mattis egestas metus aenean fermentum donec
352,35,4,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
643,153,1,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
709,31,4,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
924,138,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
449,96,1,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
926,45,1,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
65,57,5,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
442,127,1,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
56,48,3,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
695,92,2,dui luctus rutrum nulla tellus in sagittis dui vel nisl
305,160,5,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
592,112,2,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
556,50,2,ante ipsum primis in faucibus orci luctus et ultrices posuere
717,51,3,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
576,79,3,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
736,6,5,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
109,111,5,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
701,178,4,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
658,19,4,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
468,8,5,sollicitudin ut suscipit a feugiat et eros vestibulum ac est
266,172,5,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
507,123,2,nam dui proin leo odio porttitor id consequat in consequat ut nulla
285,189,5,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
48,105,3,vel augue vestibulum ante ipsum primis in faucibus orci luctus
371,39,3,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
380,178,3,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
797,105,2,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
675,125,3,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
878,151,1,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
259,63,3,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
87,183,4,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
817,135,1,feugiat non pretium quis lectus suspendisse potenti in eleifend quam
921,197,4,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
30,95,2,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
28,143,4,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
112,131,5,duis bibendum felis sed interdum venenatis turpis enim blandit mi in
953,144,1,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
997,88,1,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
68,32,5,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
777,80,1,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
507,175,1,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
992,166,1,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
88,115,5,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
194,187,5,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
610,84,4,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
905,66,3,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
719,115,3,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
421,102,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
372,14,1,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
367,127,3,eget semper rutrum nulla nunc purus phasellus in felis donec semper
634,124,3,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
334,189,1,sit amet cursus id turpis integer aliquet massa id lobortis
49,66,4,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
256,85,5,integer non velit donec diam neque vestibulum eget vulputate ut ultrices
748,52,1,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
543,104,4,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
267,145,1,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
111,93,3,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
388,192,4,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
839,54,5,ante ipsum primis in faucibus orci luctus et ultrices posuere
409,87,4,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
34,24,5,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
963,146,2,pede ac diam cras pellentesque volutpat dui maecenas tristique est
406,157,5,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
873,96,5,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius
697,44,4,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
568,64,5,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
405,130,3,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
301,126,2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
970,198,5,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
236,137,3,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
140,111,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
756,145,4,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
499,99,2,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
97,38,5,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
439,128,1,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
378,6,4,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
962,62,1,praesent id massa id nisl venenatis lacinia aenean sit amet
477,42,1,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
887,101,1,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
303,197,2,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
513,114,4,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
268,20,3,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
574,15,5,eu est congue elementum in hac habitasse platea dictumst morbi
97,89,5,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
617,155,3,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
781,140,5,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
633,41,5,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
933,92,5,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
190,56,3,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
120,193,3,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
178,153,4,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
303,7,3,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
951,143,3,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
263,152,2,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
859,174,3,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
427,52,2,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
813,171,5,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
670,13,1,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
94,106,2,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
858,187,5,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
627,31,5,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
536,50,2,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
850,31,1,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
981,196,2,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
51,35,2,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
326,13,5,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
820,27,1,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
598,129,1,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
222,83,2,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
714,86,3,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
908,94,1,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
944,114,4,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
196,200,5,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
176,11,3,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
475,199,5,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
795,138,3,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
194,108,5,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
572,160,2,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
702,84,1,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
484,129,5,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
824,159,1,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
680,92,2,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
590,84,5,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
600,56,1,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
203,60,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
371,130,2,purus phasellus in felis donec semper sapien a libero nam dui
581,120,1,vel augue vestibulum ante ipsum primis in faucibus orci luctus
900,23,2,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
610,64,1,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
837,94,2,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
835,33,2,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
732,53,5,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
648,24,1,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
714,200,2,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
354,195,1,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus
30,20,5,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
268,4,5,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
195,81,4,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
780,90,2,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
325,177,4,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
613,85,5,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
451,162,4,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
906,11,2,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
897,9,1,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
141,14,4,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
881,87,2,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
616,156,3,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
334,19,1,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
250,100,1,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
838,21,4,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
783,25,4,a feugiat et eros vestibulum ac est lacinia nisi venenatis
507,92,2,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
293,20,2,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
468,66,1,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
960,28,4,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
522,125,4,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
890,146,1,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
467,65,5,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
418,179,2,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
774,153,1,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
821,96,2,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
239,138,1,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
200,123,2,libero ut massa volutpat convallis morbi odio odio elementum eu
252,151,5,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
215,158,1,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
460,162,2,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
352,117,3,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
365,196,3,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
237,123,3,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
579,18,5,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
481,88,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien
567,84,2,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
802,140,4,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
470,134,5,quisque porta volutpat erat quisque erat eros viverra eget congue
465,190,3,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
60,92,2,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
890,103,1,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
259,91,2,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
493,135,1,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
188,83,4,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
331,47,2,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
714,131,3,cursus id turpis integer aliquet massa id lobortis convallis tortor
895,117,2,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
