id_utilisateur,id_morceau,note,commentaire
978,813,4,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
231,722,1,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
207,86,4,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
273,539,2,duis ac nibh fusce lacus purus aliquet at feugiat non
768,132,2,nunc rhoncus dui vel sem sed sagittis nam congue risus
40,872,3,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
700,785,3,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
590,915,5,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
252,972,2,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
533,419,4,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
219,336,2,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
245,733,4,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
18,695,1,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
69,705,3,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
807,618,5,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
29,383,2,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
278,522,3,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
386,383,3,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
776,670,2,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
31,153,2,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
129,94,4,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
518,308,2,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
75,240,2,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
256,330,1,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
77,438,2,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
804,539,2,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
321,33,2,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
855,857,1,mi in porttitor pede justo eu massa donec dapibus duis at
997,896,5,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
719,674,2,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
466,580,5,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
751,150,3,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
671,39,1,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
927,779,2,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
850,850,5,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
499,678,2,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
954,872,5,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
6,235,2,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
153,602,1,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
225,925,4,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
867,739,2,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
505,271,2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
89,714,1,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
286,479,4,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
77,511,2,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
574,785,1,felis ut at dolor quis odio consequat varius integer ac
407,879,3,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
747,897,1,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
411,655,2,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
216,831,4,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
578,350,3,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
291,537,5,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
55,545,1,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
892,132,4,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
301,212,3,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
783,607,1,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
384,835,1,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
317,624,1,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
468,336,3,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
453,495,5,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
88,424,4,curabitur in libero ut massa volutpat convallis morbi odio odio elementum
330,353,3,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
658,444,5,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
732,635,2,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
653,288,2,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
688,810,5,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
982,644,5,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
635,915,4,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
680,173,1,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
174,469,4,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
700,610,5,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
897,133,4,dui proin leo odio porttitor id consequat in consequat ut nulla sed
757,124,4,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
673,565,2,donec vitae nisi nam ultrices libero non mattis pulvinar nulla
657,509,5,dui luctus rutrum nulla tellus in sagittis dui vel nisl
898,511,2,in sagittis dui vel nisl duis ac nibh fusce lacus
999,519,2,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
82,467,4,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
322,470,5,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
400,743,1,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
80,364,2,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
859,608,3,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
832,435,1,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
737,453,2,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
679,240,2,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
509,528,2,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
690,625,3,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
491,27,1,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
754,798,2,aenean lectus pellentesque eget nunc donec quis orci eget orci
872,276,1,semper porta volutpat quam pede lobortis ligula sit amet eleifend
614,970,1,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
760,788,2,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
361,443,5,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
716,277,3,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
259,121,5,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
211,920,4,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
87,288,3,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
253,360,4,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
249,982,5,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
204,457,5,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
368,998,1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
816,19,1,fusce congue diam id ornare imperdiet sapien urna pretium nisl
401,933,4,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
147,909,2,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
635,480,3,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
279,942,3,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
773,880,4,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
555,305,2,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
295,9,1,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
506,659,5,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
664,827,3,justo eu massa donec dapibus duis at velit eu est congue elementum
183,664,2,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
131,332,3,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
14,795,1,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
81,427,4,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
473,482,2,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
998,638,3,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
563,111,4,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
602,428,2,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
552,214,3,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
671,770,2,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
202,616,3,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
309,615,2,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
438,820,4,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
203,827,1,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
395,507,2,congue etiam justo etiam pretium iaculis justo in hac habitasse platea
984,560,1,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
798,118,3,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
474,794,1,odio cras mi pede malesuada in imperdiet et commodo vulputate
70,371,2,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
975,51,4,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
770,607,3,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
805,570,3,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
17,354,2,turpis a pede posuere nonummy integer non velit donec diam
207,921,2,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
706,536,1,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
918,219,1,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
21,95,5,luctus nec molestie sed justo pellentesque viverra pede ac diam cras
306,4,1,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
926,131,3,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
12,24,4,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
685,687,2,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
918,439,3,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
162,403,5,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
392,42,2,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
492,272,1,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
601,837,3,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
736,408,1,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
688,636,5,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
243,1000,4,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
202,377,2,ac consequat metus sapien ut nunc vestibulum ante ipsum primis
409,297,3,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
924,261,2,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
840,995,5,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
779,885,3,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
814,245,5,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
404,134,2,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
953,857,4,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
847,838,2,nec dui luctus rutrum nulla tellus in sagittis dui vel
566,266,2,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
41,629,5,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
974,546,2,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
119,74,1,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
750,887,5,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
320,707,5,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
479,474,4,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
328,481,1,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
672,111,2,accumsan felis ut at dolor quis odio consequat varius integer ac
352,537,4,id turpis integer aliquet massa id lobortis convallis tortor risus
535,715,2,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
852,272,1,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
930,323,3,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
459,719,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
47,536,3,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
550,849,3,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
938,686,3,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
208,569,5,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
778,606,5,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
399,615,4,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
607,10,1,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
26,720,4,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
144,373,2,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
361,727,2,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
216,808,2,praesent lectus vestibulum quam sapien varius ut blandit non interdum in
647,944,5,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
388,127,2,aliquam sit amet diam in magna bibendum imperdiet nullam orci
992,399,3,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
748,701,2,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
66,618,5,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
673,693,1,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
750,106,3,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
391,375,3,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
93,28,3,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
764,175,4,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
658,399,4,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
527,898,3,quisque erat eros viverra eget congue eget semper rutrum nulla
640,620,4,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
102,499,2,at dolor quis odio consequat varius integer ac leo pellentesque ultrices
173,297,3,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
212,234,4,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
931,731,5,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
898,567,4,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
916,667,1,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
519,814,2,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
224,908,5,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
635,238,5,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
292,451,3,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
474,699,1,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
588,858,1,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
210,752,2,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
88,616,4,feugiat non pretium quis lectus suspendisse potenti in eleifend quam
616,937,3,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
178,292,2,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
141,265,1,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
662,367,3,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
75,915,4,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
533,88,5,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
224,337,3,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
719,788,2,lectus pellentesque eget nunc donec quis orci eget orci vehicula
462,57,3,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
449,741,3,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
613,15,3,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
337,835,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia
131,82,5,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
549,725,3,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
627,922,1,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
476,145,1,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
1000,558,2,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
876,324,3,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
398,738,1,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
962,991,3,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
10,421,2,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
155,715,2,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
232,96,3,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
512,458,2,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
703,41,2,eu massa donec dapibus duis at velit eu est congue elementum
279,500,2,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
330,78,4,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
523,851,3,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
666,329,5,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
864,131,1,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
213,802,3,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
691,259,1,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
217,706,2,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
244,74,1,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
730,62,4,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
674,554,5,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
770,160,1,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
36,447,5,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
342,259,1,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
537,121,2,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
202,585,3,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
951,754,5,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
264,750,4,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
433,567,2,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
502,998,4,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
454,314,1,fermentum justo nec condimentum neque sapien placerat ante nulla justo
292,706,5,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
939,536,4,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
673,651,4,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
753,498,4,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
856,747,3,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
684,874,2,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
492,48,3,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
957,401,3,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
147,382,5,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
322,951,4,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
255,595,4,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
234,86,1,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
200,822,2,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
452,975,3,id consequat in consequat ut nulla sed accumsan felis ut
17,600,4,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
273,513,3,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
738,908,4,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
187,297,2,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
248,744,5,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
683,637,2,ut nunc vestibulum ante ipsum primis in faucibus orci luctus
307,561,4,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
579,202,4,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
351,467,5,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
937,993,4,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
62,473,4,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
904,917,3,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
488,583,4,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
146,254,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
35,745,4,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
6,913,3,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
985,619,5,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
155,869,1,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
422,136,5,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
21,552,2,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
237,835,3,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
669,730,5,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
519,409,5,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
